text,likes,published_at,clean_text
Samsung blunder,0,2026-04-09T13:25:38Z,samsung blunder
samsung gk cuma jual mesin tapi jual juga rom,0,2026-04-09T13:24:33Z,samsung gk cuma jual mesin jual rom
"Hehe iya dulu saya jg gitu, kalo gak samsung ya mending nggak beli hape. 
Tp skrng lbh memilih tecno camon 40, sudah lebih dari cukup.",0,2026-04-09T13:24:07Z,hehe iya dulu jg gitu kalo gak samsung mending beli hape tp skrng lbh memilih tecno camon 40 lebih cukup
Samsung itu cari aman meskipun jaminan update+UI makin bagus itu saja jika pake main game gk ada bedanya A56    jika ada hp A56 jgn uprage ke A57 karna gk ada beda cuman beda body doang,0,2026-04-09T13:23:16Z,samsung cari aman meskipun jaminan updateui makin bagus pake main game gk bedanya a56 hp a56 jgn uprage a57 karna gk beda cuman beda body doang
"Semoga hpnya gak laku, biar samsung bisa intropeksi diri",0,2026-04-09T13:22:52Z,semoga hpnya gak laku biar samsung intropeksi diri
Nonton ini pakai A55 yg masih lancarrrr,0,2026-04-09T13:22:50Z,nonton pakai a55 yg lancarrrr
Msh kngen hp compact,0,2026-04-09T13:22:39Z,msh kngen hp compact
Nonton via a54😅🙏,0,2026-04-09T13:22:10Z,nonton via a54
Bang Riviu kingvinik not 60,0,2026-04-09T13:21:18Z,bang riviu kingvinik not 60
"pada nungguin, buat mau hujat samsung lagi wwkwk",0,2026-04-09T13:21:14Z,nungguin buat mau hujat samsung wwkwk
kak..review motorola dong...salah satu brand legend,0,2026-04-09T13:21:07Z,kakreview motorola dongsalah satu brand legend
"Trik marketing, spek naik tipis2 tapi harga upgradenya cukup kaget.
Mending a56 sih udah dapet semuanya di kalangan midrange 😁",0,2026-04-09T13:19:32Z,trik marketing spek naik tipis2 harga upgradenya cukup kaget mending a56 sih udah dapet semuanya kalangan midrange
Boleh la skrg bezel tak nampak besar sangat!,0,2026-04-09T13:19:18Z,la skrg bezel tak nampak besar sangat
Spil harga dong berapa,0,2026-04-09T13:19:16Z,spil harga dong berapa
Tim yang masih pake a53🙂🤯🥵,0,2026-04-09T13:17:39Z,tim pake a53
Yang upgrade cuma harga nya😂,0,2026-04-09T13:17:31Z,upgrade cuma harga nya
Belum sempat kebeli A55 udah keluar aja A57,0,2026-04-09T13:17:03Z,sempat kebeli a55 udah keluar aja a57
"Samsung A50 aku yang di beli pertengahan tahun 2019 justru kembali jadi hp utamaku, sempat di wariskan ke suami, tapi makin hari kebutuhan suami butuh yang lebih satset dan penyimpanan lebih besar, belilah hp baru(Samsung lagi)karna sebelum Samsung menurun ke dia udah 2x ganti hp china😆 alhasil dia minta di beliin Samsung, katanya yang pasti pasti aja...dan sekarang ipongku dikit dikit lowbet capek kali aku bolak balik ngecas, jadi tempatnya di laci aja, nanti ada bugetnya baru di benerin..jadi temannya kali ini(KEMBALI KE LAPTO)😂",0,2026-04-09T13:15:59Z,samsung a50 aku beli pertengahan tahun 2019 justru jadi hp utamaku sempat wariskan suami makin hari kebutuhan suami butuh lebih satset penyimpanan lebih besar belilah hp barusamsung lagikarna samsung menurun udah 2x ganti hp china alhasil minta beliin samsung katanya ajadan sekarang ipongku dikit dikit lowbet capek kali aku bolak balik ngecas jadi tempatnya laci aja bugetnya baru benerinjadi temannya kali inikembali lapto
Request dong brre mau lihat OUKITEL WP100,0,2026-04-09T13:14:53Z,request dong brre mau lihat oukitel wp100
worth upgrade kalau dari A51,0,2026-04-09T13:14:41Z,worth upgrade kalau a51
"Najis bet harganya, jauh mending beli seri FE",0,2026-04-09T13:14:35Z,najis bet harganya jauh mending beli seri fe
Setia dengan galaxy m52 dengan layar bergaris-garis,0,2026-04-09T13:14:22Z,setia galaxy m52 layar bergarisgaris
Cocok buat ibu ibu.,0,2026-04-09T13:13:19Z,cocok buat ibu ibu
Samsung A33 gue ternyata tidak seburuk itu 😂,0,2026-04-09T13:12:08Z,samsung a33 gue ternyata seburuk
Makin yakin lebih mending S25 FE 😂,0,2026-04-09T13:11:49Z,makin yakin lebih mending s25 fe
"Nonton ini masih pakek hp kentang. A14 4g. Jalan 3 thn 😂

Sukak user interface nya, mau pindah ke hp China yg murah spek tinggi tp dirasa blm cocok untuk jangka panjang. Jd ya bertahan dulu🤣🙏🏼",0,2026-04-09T13:11:05Z,nonton pakek hp kentang a14 4g jalan 3 thn sukak user interface nya mau pindah hp china yg murah spek tinggi tp dirasa blm cocok jangka panjang jd bertahan dulu
"Masih nyaman di a55, ga berasa udh ada a57 aj😂",0,2026-04-09T13:10:12Z,nyaman a55 ga berasa udh a57 aj
auto skip,0,2026-04-09T13:09:20Z,auto skip
A55 5G TERBAEKKK,0,2026-04-09T13:08:37Z,a55 5g terbaekkk
Kemahalan 😂😂,0,2026-04-09T13:08:30Z,kemahalan
Aku menonton video ini seperti aku menonton review Pixel 10a,0,2026-04-09T13:07:12Z,aku menonton video aku menonton review pixel 10a
Baru aja migrasi dari a50 ke a56 berasa banget perbedaannya setelah pemakaian 7th😂 samsung pokoknya mantep,0,2026-04-09T13:06:38Z,baru aja migrasi a50 a56 berasa banget perbedaannya pemakaian 7th samsung pokoknya mantep
"Yang di tunggu"" telah tiba",0,2026-04-09T13:06:31Z,tunggu tiba
12:59 SARAN-SARAN YANG SANGAT MEREKOMENDASIKAN🤣👏👍,2,2026-04-09T13:05:39Z,1259 saransaran sangat merekomendasikan
Saya masih pake samsung A5 16 bg 🤣🤣.  Waĺaupun nonton yt hrus di crome 😂.,0,2026-04-09T13:04:54Z,pake samsung a5 16 bg waaupun nonton yt hrus crome
"mending s24 fe wkwkw, harganya sama",0,2026-04-09T13:04:40Z,mending s24 fe wkwkw harganya sama
Saya request hp mito a57,1,2026-04-09T13:02:38Z,request hp mito a57
"Bang, review xiaomi pad 8",0,2026-04-09T13:02:17Z,bang review xiaomi pad 8
"W SEBAGAI FANATIK SAMSUNG, KAPOK 
BILANGNYA SPEK IP69
UDH SETAHUN TRS KENA AIR RUSAK, EMBEL² IP68/IP69 
GA LAGI W MILIH BRAND SAMSUNG",0,2026-04-09T13:01:57Z,w fanatik samsung kapok bilangnya spek ip69 udh setahun trs kena air rusak embel ip68ip69 ga w milih brand samsung
"Getaran hasil videony ciri khas android banget, i phone seri 11 paling tertinggal saat ini bisa di bilang jauh di atas  se kelas itu, jadi alasan memilih i phone bekas sudah bukan gengsi lagi, tapi fungsi hehehehe (kamera)",0,2026-04-09T13:01:49Z,getaran hasil videony ciri khas android banget i phone seri 11 paling tertinggal bilang jauh atas se kelas jadi alasan memilih i phone bekas bukan gengsi fungsi hehehehe kamera
"Lama lama keliatan banget Samsung ini bener bener brand kikir njir , sederhana nya mereka bisa kasih konsumen 100 tapi mereka lebih milih buat ngasih 80 seri berikut nya 81 dan seterus nya ,ini terbukti dari upgrade mereka dari seri ke seri yang terkesan di cicil",0,2026-04-09T13:01:35Z,lama lama keliatan banget samsung bener bener brand kikir njir sederhana nya kasih konsumen 100 lebih milih buat ngasih 80 seri berikut nya 81 seterus nya terbukti upgrade seri seri terkesan cicil
"Setelah gw nonton video ini gw berfikir GK jadi beli A57,..
Kebelinya A56 saja dah",0,2026-04-09T13:00:18Z,gw nonton video gw berfikir gk jadi beli a57 kebelinya a56 dah
"Bang bahas tablet dong, lenovo legion tab y700 gen4 atau gen5 dong",0,2026-04-09T12:59:05Z,bang bahas tablet dong lenovo legion tab y700 gen4 gen5 dong
Review a37 banggg,0,2026-04-09T12:59:00Z,review a37 banggg
Next camon 50 series bg,0,2026-04-09T12:58:12Z,next camon 50 series bg
Motorola g86 power dong,0,2026-04-09T12:57:50Z,motorola g86 power dong
Review macbook dan ipad dong bang,0,2026-04-09T12:57:05Z,review macbook ipad dong bang
"Mau tanya bang, aku bingung ortu ku minta di beliin hp yg kamera & videonya bagus tapi dananya cuman ada 2jt, kira"" Bagusnya hp apa ya bg?",1,2026-04-09T12:56:46Z,mau tanya bang aku bingung ortu ku minta beliin hp yg kamera videonya bagus dananya cuman 2jt kira bagusnya hp apa bg
"Udah slot micro sd nya gak ada, trus gak ada varian 512. Tahun ini skip samsung 🗿

Tidak masalah harga naik, tapi samsung sediain varian 512 atau 256 + slot micro sd pasti sy lanjut pake seri A5xxx

Karena skrg sy pakai A52s 5G yg udah uzur.",0,2026-04-09T12:56:39Z,udah slot micro sd nya gak trus gak varian 512 tahun skip samsung masalah harga naik samsung sediain varian 512 256 slot micro sd sy lanjut pake seri a5xxx skrg sy pakai a52s 5g yg udah uzur
"heran kenapa samsung pelit bgt dah, a57 12/256 di olshop 8jutaan, hampir masuk flagship tapi yg didapet ampas 😵",0,2026-04-09T12:56:18Z,heran samsung pelit bgt dah a57 12256 olshop 8jutaan hampir masuk flagship yg didapet ampas
Dg sadar q beli A56 kmren 4.4 samsung official kena 6 jt pas,0,2026-04-09T12:55:17Z,dg sadar q beli a56 kmren 44 samsung official kena 6 jt pas
Infinix gt 40 pro dong bang,0,2026-04-09T12:55:12Z,infinix gt 40 pro dong bang
Mending yang lain😂,0,2026-04-09T12:54:04Z,mending
"Alhamdulillah dapat A57 8/256 di harga 6,5",2,2026-04-09T12:53:48Z,alhamdulillah a57 8256 harga 65
Bang kapan tecno 50pro nya,0,2026-04-09T12:53:48Z,bang kapan tecno 50pro nya
Brrti a56 masih bisa lahh,0,2026-04-09T12:49:59Z,brrti a56 lahh
"Iya, pakai samsul terlalu comfort, dan jadinya boring, dulu ambilin A55 buat istri... Akhirnya aku ambil sharp aja yang lebih menantang.. wkwkwk, hp eksperimental",0,2026-04-09T12:49:34Z,iya pakai samsul terlalu comfort jadinya boring dulu ambilin a55 buat istri akhirnya aku ambil sharp aja lebih menantang wkwkwk hp eksperimental
Nah ini dia penilaian  nya,0,2026-04-09T12:48:52Z,nah penilaian nya
upgrade harga doang kalo ini mah 😆,0,2026-04-09T12:48:49Z,upgrade harga doang kalo mah
Samsung overprice,0,2026-04-09T12:48:44Z,samsung overprice
Harganya ga ngotak wkwkwk,0,2026-04-09T12:47:16Z,harganya ga ngotak wkwkwk
"Aku user s24 ultra ganti ke A57 Worth it gak ya ?
Kayak nya enak di pandang",0,2026-04-09T12:47:04Z,aku user s24 ultra ganti a57 worth it gak kayak nya enak pandang
Tecno camon 50 pro bang🙏,0,2026-04-09T12:45:40Z,tecno camon 50 pro bang
"Gara2 beliin istri a56 jadi pengin punya a5 series buat sendiri, feel pemakaiannya paling enak emang samsung, tapi sayangnya ada yg lebih baik dan lebih terjangkau di sektor performa ( bukan grup BB* ), tapi BB* grup yg  Real** sama Iq** masih rekomen si 😁, sektor ini memang bikin kaum mendang mending bingung.",0,2026-04-09T12:45:23Z,gara2 beliin istri a56 jadi pengin punya a5 series buat sendiri feel pemakaiannya paling enak emang samsung sayangnya yg lebih baik lebih terjangkau sektor performa bukan grup bb bb grup yg real sama iq rekomen si sektor memang bikin kaum mendang mending bingung
Bang rivew vivo x300 ultra,0,2026-04-09T12:44:48Z,bang rivew vivo x300 ultra
Upgrade besar dlu di a55.. ksni kureng..,0,2026-04-09T12:44:40Z,upgrade besar dlu a55 ksni kureng
"Samsung Gila Ngasi Harga 😂😂 Padahal Oppo Reno 15 ,Xiomi 15T aja harga segitu ada lensa telenya ..Samsung2 woiii 😂😂",0,2026-04-09T12:44:30Z,samsung gila ngasi harga padahal oppo reno 15 xiomi 15t aja harga segitu lensa telenya samsung2 woiii
Su 57 lebih bagus👍,0,2026-04-09T12:44:14Z,su 57 lebih bagus
Poco ajah nga sih. Toh kalau mau foto2 tetap ajah yg punya iPhone yg di suru😅,0,2026-04-09T12:43:22Z,poco ajah nga sih kalau mau foto2 tetap ajah yg punya iphone yg suru
Gua ada OPPO A57 (2016) bang,0,2026-04-09T12:43:07Z,gua oppo a57 2016 bang
Dulu pakai samsung A71 Sekarang pakai infinix gt30 pro tapi rasa yang mau tukar samsung A57,0,2026-04-09T12:43:00Z,dulu pakai samsung a71 sekarang pakai infinix gt30 pro rasa mau tukar samsung a57
Nonton video ini masih pake A52 😢,1,2026-04-09T12:42:50Z,nonton video pake a52
Samsung terlalu mahal harusnya,0,2026-04-09T12:42:43Z,samsung terlalu mahal harusnya
"Kita lihat kedepannya karena sudah memakai layar Super Amoled+ , apakah seri A perdana yg bakal terkena lightsaber ataupun greenscreen",0,2026-04-09T12:42:17Z,lihat kedepannya memakai layar super amoled seri a perdana yg bakal terkena lightsaber ataupun greenscreen
"gajadi beli deh kirain beda jauh sama a 56
samsung emang terlalu nyaman",0,2026-04-09T12:42:00Z,gajadi beli deh kirain beda jauh sama a 56 samsung emang terlalu nyaman
"dah sampe a57 aja, masih setia sama a52s. masih setia sama snapdragon. chiaaaha ahah ahaha",0,2026-04-09T12:41:58Z,dah sampe a57 aja setia sama a52s setia sama snapdragon chiaaaha ahah ahaha
Masih pakai a 52 ...masih lancar dan bagus ...,0,2026-04-09T12:41:05Z,pakai a 52 lancar bagus
Nnton vdeo ini dngan a26😊,0,2026-04-09T12:40:55Z,nnton vdeo dngan a26
"Samsung hp mahal, fitur dan spek pas2an, hp harga elit tapi spek pelit, berkali2 pake S3 tapi layar agak gelap/suram dibanding saingan, battery mending yg mah jumbo, camera ngk ada istimewanya, layar kurang responsif, meski hp baru, dibanding hp Hon** ku",0,2026-04-09T12:40:25Z,samsung hp mahal fitur spek pas2an hp harga elit spek pelit berkali2 pake s3 layar gelapsuram dibanding saingan battery mending yg mah jumbo camera ngk istimewanya layar kurang responsif meski hp baru dibanding hp hon ku
"Harga nya mirip2 seri S FE, mending S FE sekalian ga sih ?",0,2026-04-09T12:38:45Z,harga nya mirip2 seri s fe mending s fe sekalian ga sih
Maruk banget Samsung wkwkwkw.,0,2026-04-09T12:38:26Z,maruk banget samsung wkwkwkw
"upgrade naik dikit
harga naik jauh😅😅",0,2026-04-09T12:34:48Z,upgrade naik dikit harga naik jauh
"Persis honda kalo di mobil, pelit yg penting nyaman krn fanboy nya. Tapi lama2 akan tergerus juga.",0,2026-04-09T12:33:43Z,persis honda kalo mobil pelit yg penting nyaman krn fanboy nya lama2 tergerus
Goreng aja bang biar samsung sadar😂,0,2026-04-09T12:33:38Z,goreng aja bang biar samsung sadar
Jagan pernah celupin air niru bang david meskipun  ss a55 a56 a57 dibekali ip68 /ip69 karna samsung yang dibuat dindonesia kualitas lemnya buruk karna setelah samsung a56 saya cuci malah layarnya macet² kameranya ngebun air😢,0,2026-04-09T12:33:01Z,jagan pernah celupin air niru bang david meskipun ss a55 a56 a57 dibekali ip68 ip69 karna samsung dibuat dindonesia kualitas lemnya buruk karna samsung a56 cuci malah layarnya macet kameranya ngebun air
Masih adem pakai 07,1,2026-04-09T12:31:35Z,adem pakai 07
Ya iyalah byk yg nanyain secara mereka percaya sama on David dan om David skrg gak trllu update hp hp baru rilis gitu malah justru bsa di bilang kalah gercep sama kreator reells/tiktok yg semenit semenit yg udh bahas ngalor ngidul,0,2026-04-09T12:31:22Z,iyalah byk yg nanyain percaya sama on david om david skrg gak trllu update hp hp baru rilis gitu malah justru bsa bilang kalah gercep sama kreator reellstiktok yg semenit semenit yg udh bahas ngalor ngidul
jadi sebenarnya bedanya apa?,0,2026-04-09T12:30:36Z,jadi sebenarnya bedanya apa
baru depat info dr ig toko offline daerah saya di enam koma tujuh untuk varian 8/128,0,2026-04-09T12:29:52Z,baru depat info dr ig toko offline daerah enam koma tujuh varian 8128
Pantesan david tahun ini ga ikut ke event launchingnya samsung a57 ini. Ternyata upgrade nya ga sebanding sama harganya,0,2026-04-09T12:29:45Z,pantesan david tahun ga ikut event launchingnya samsung a57 ternyata upgrade nya ga sebanding sama harganya
"Masih pake a50, mana retak2 lagi..",0,2026-04-09T12:28:59Z,pake a50 mana retak2
"Nontonnya masih pake XIAOMI 13T yg dulu pernah dibangga2in. Hihi.... 
Sini ngumpul",0,2026-04-09T12:28:29Z,nontonnya pake xiaomi 13t yg dulu pernah dibangga2in hihi sini ngumpul
Nonton pake samsung a57😂,0,2026-04-09T12:27:59Z,nonton pake samsung a57
Bang A17 DONG,0,2026-04-09T12:27:58Z,bang a17 dong
masih menggunakan A55 dan masih happy dengar review A56 & A57 yg gajauh beda sama A55 WKWK. Ssmsung A55 All rounder yg masih enak dipake udah 2 tahun,8,2026-04-09T12:27:44Z,menggunakan a55 happy dengar review a56 a57 yg gajauh beda sama a55 wkwk ssmsung a55 all rounder yg enak dipake udah 2 tahun
Uhuy akhirnya A56 ada versi + nya,15,2026-04-09T12:26:44Z,uhuy akhirnya a56 versi nya
"Aku pake hp samsung A34 5G, baru ganti lcd di samsung center tp ada problem kadang sering restart sendiri dan kalau bukak video di x sering green screen itu kenapa ya? Disini apa ada yg pernah ngalamin",0,2026-04-09T12:22:53Z,aku pake hp samsung a34 5g baru ganti lcd samsung center tp problem kadang sering restart sendiri kalau bukak video x sering green screen disini apa yg pernah ngalamin
riview camon 50 dong bang,0,2026-04-09T12:22:29Z,riview camon 50 dong bang
Kalau mau upgrade dari samsung m31 ke A57 bisa lah yah,0,2026-04-09T12:22:21Z,kalau mau upgrade samsung m31 a57 lah yah
Mending Reno 15 5g,0,2026-04-09T12:21:37Z,mending reno 15 5g
Kak apakh beli hp sam a57 d tiktok shop it aman. Mhon d bantu kak,0,2026-04-09T12:21:34Z,kak apakh beli hp sam a57 d tiktok shop it aman mhon d bantu kak
Kelebihan samsung .baterai awet.. udah 5 tahunan masih bagus kondisinya,0,2026-04-09T12:21:27Z,kelebihan samsung baterai awet udah 5 tahunan bagus kondisinya
"Alhamdulillah A31 Sdh 7 tahun pake msih hidup walaupun katanya sdh retak"" 😊",0,2026-04-09T12:20:46Z,alhamdulillah a31 sdh 7 tahun pake msih hidup walaupun katanya sdh retak
"GA NGOTAK, OVERPRICED PARAH.
Lihat aja beberapa bulan, yg 7 juta bakal turun jadi 6,2 jt. 

Gue ada J7 pro.",0,2026-04-09T12:20:32Z,ga ngotak overpriced parah lihat aja beberapa bulan yg 7 juta bakal turun jadi 62 jt gue j7 pro
Baru beli A56 2bulan eh udah nongol aja A57.,0,2026-04-09T12:18:47Z,baru beli a56 2bulan eh udah nongol aja a57
Sayangnya hardisk 12/512   Gb  tidak dipasarkan di Indonesia.,0,2026-04-09T12:18:32Z,sayangnya hardisk 12512 gb dipasarkan indonesia
kalo aku mending ambil s23 fe sekalian sih. dengan skor antutu yang mirip dan harga yang lebih murah tapi kamera lebih oke,0,2026-04-09T12:18:25Z,kalo aku mending ambil s23 fe sekalian sih skor antutu mirip harga lebih murah kamera lebih oke
Tetap enak dan pas di samsung a54 😍,0,2026-04-09T12:18:13Z,tetap enak pas samsung a54
samsung terlalu percaya diri😅,0,2026-04-09T12:17:52Z,samsung terlalu percaya diri
Nonton pakai A52s 😂,0,2026-04-09T12:17:40Z,nonton pakai a52s
Tahun ini adalah (bukan) tahunnya Samsung seri A!,0,2026-04-09T12:17:21Z,tahun bukan tahunnya samsung seri a
A30s upgrade ke A54 atau A30s upgrade ke A57 bang David @GadgetIn 🙏🏼❤️,0,2026-04-09T12:17:15Z,a30s upgrade a54 a30s upgrade a57 bang david gadgetin
"Kalo mau upgrade mending series S
Dr pengguna A70 dr 2019 😎",0,2026-04-09T12:15:50Z,kalo mau upgrade mending series s dr pengguna a70 dr 2019
"Nonton Samsung A57 ditahun 2026, Pake Samsung A03😄",0,2026-04-09T12:15:33Z,nonton samsung a57 ditahun 2026 pake samsung a03
Mending oppo reno 15 promax lah😅😂,0,2026-04-09T12:15:33Z,mending oppo reno 15 promax lah
Kamera a55 jelek banget bang nyesel dah beli a55,0,2026-04-09T12:15:02Z,kamera a55 jelek banget bang nyesel dah beli a55
samsung harganya  jadi kemahalan dibanding produk china...!dari spek sdh diatas samsung tapi harga jauh dibawah samsung...!samsung masih menang hanya di layar ..!super amoled pluss...yg lain .....sdh ketinggalan dibanding merk lain..!,0,2026-04-09T12:14:23Z,samsung harganya jadi kemahalan dibanding produk chinadari spek sdh diatas samsung harga jauh dibawah samsungsamsung menang layar super amoled plussyg sdh ketinggalan dibanding merk
wkwkk hp modal WanYuAi doang ini mah,0,2026-04-09T12:13:57Z,wkwkk hp modal wanyuai doang mah
Bang Review oppo Reno 15 pro max,0,2026-04-09T12:13:50Z,bang review oppo reno 15 pro max
A73 kok gak ada lanjutannya ya,0,2026-04-09T12:13:50Z,a73 kok gak lanjutannya
dapet A56 BNIB 3 bulan lalu harga 4.8 jt 😂,0,2026-04-09T12:13:16Z,dapet a56 bnib 3 bulan lalu harga 48 jt
"Udah sampe A57, tapi nonton ini masih pake A51. 😢😂",0,2026-04-09T12:12:30Z,udah sampe a57 nonton pake a51
Kaka gue beli nih a57 kmrn 7.5 jt dpt jam+ adaptor. Cuma karna dia penikmat samsung seri A katanya dari dulu pake tahan banting awet ampe bertahun2 dan skrg harus ganti akhirnya ambil a57. Org ga perlu mikir spek ini itu cuma karna udh nyaman 😂,0,2026-04-09T12:11:45Z,kaka gue beli nih a57 kmrn 75 jt dpt jam adaptor cuma karna penikmat samsung seri a katanya dulu pake tahan banting awet ampe bertahun2 skrg ganti akhirnya ambil a57 org ga perlu mikir spek cuma karna udh nyaman
"Harga baru segitu seri A57 yaa, beralih ke S23 aja yang seken 😂😂",0,2026-04-09T12:11:14Z,harga baru segitu seri a57 yaa beralih s23 aja seken
jadi dibandingkan dengan POCO X8 Pro Max mendingan mana mas wkwkwkw,0,2026-04-09T12:11:11Z,jadi dibandingkan poco x8 pro max mendingan mana mas wkwkwkw
"Msh unggul poco x8 pro,david",0,2026-04-09T12:10:56Z,msh unggul poco x8 prodavid
"Minggu kmren bulan maret S25 FE di 7,6 juta doang di Tiktok skrng mah dinaikkan ternyata biar yg seri A57 bisa laku 😂",0,2026-04-09T12:09:48Z,minggu kmren bulan maret s25 fe 76 juta doang tiktok skrng mah dinaikkan ternyata biar yg seri a57 laku
"nyamannya di wanyuai aja kah? 
apa nyaman light sabernya kah? 
samsung jualan layar kah?",0,2026-04-09T12:09:22Z,nyamannya wanyuai aja apa nyaman light sabernya samsung jualan layar
"Gw msh pake Samsung A52, pengen ganti, tp bener ini jd bingung banyak yg menarik seperti IQOO 15R atau POCO X8 Pro  ya? Klo A57 ini ntah knp sy kurang selera lagi ke Samsung, rasanya emang hp mid bgt klo samsung yg bagus cuma seri S, makanya gw msh simpen jg S10 gw wkkwkw",1,2026-04-09T12:09:06Z,gw msh pake samsung a52 pengen ganti tp bener jd bingung banyak yg menarik iqoo 15r poco x8 pro klo a57 ntah knp sy kurang selera samsung rasanya emang hp mid bgt klo samsung yg bagus cuma seri s makanya gw msh simpen jg s10 gw wkkwkw
"dihina tak tumbang, dipuji pun sulit wkwk 😂",343,2026-04-09T12:08:52Z,dihina tak tumbang dipuji sulit wkwk
Nonton make a52s and masih bagus 😊😊,0,2026-04-09T12:08:50Z,nonton make a52s and bagus
"Saran vid, sampaikan sama samsung kasih fitur infrared di HP nya",0,2026-04-09T12:08:39Z,saran vid sampaikan sama samsung kasih fitur infrared hp nya
Masih nonton pakai S21FE,0,2026-04-09T12:08:15Z,nonton pakai s21fe
Bang a27 kapan,0,2026-04-09T12:08:00Z,bang a27 kapan
Mahal amat 6jt,0,2026-04-09T12:07:34Z,mahal 6jt
"Pernah pake A51 dan A55, kenapa ya kamera selfienya kelihatan kusem banget? apalagi klo kurang cahaya. Klo kamera belakang no komen bagus dan stabil videonya. trus aku ngerasa update OS samsung makin lama software kamera belakang makin burik, apalagi yg depan 😅, jd kya percuma upgrade android bisa sampe 6x hehe.. Cuma walaupun bisa upgrade 6x masih lancar ngga lemot"" kya hp lainnya, minus di software kamera aja sih yg aku rasain. Ada yg ngerasain hal yg sama?",0,2026-04-09T12:07:20Z,pernah pake a51 a55 kamera selfienya kelihatan kusem banget klo kurang cahaya klo kamera belakang no komen bagus stabil videonya trus aku ngerasa update os samsung makin lama software kamera belakang makin burik yg depan jd kya percuma upgrade android sampe 6x hehe cuma walaupun upgrade 6x lancar ngga lemot kya hp lainnya minus software kamera aja sih yg aku rasain yg ngerasain yg sama
"Masih setia sama a52s, beli dari awal launch 2021 sampe 2026 gak ada lemot²nya, paling cuman backdoor aja lepas😁",0,2026-04-09T12:07:10Z,setia sama a52s beli awal launch 2021 sampe 2026 gak lemotnya paling cuman backdoor aja lepas
Harga fitur google semakin mahal update nambah maka harga nambah. Kalo beli produk Pocin kurang suka sebab gimik judul lebay sofware ampas iklan.,0,2026-04-09T12:06:33Z,harga fitur google semakin mahal update nambah harga nambah kalo beli produk pocin kurang suka gimik judul lebay sofware ampas iklan
durasi video menentukan kualitas,0,2026-04-09T12:06:30Z,durasi video menentukan kualitas
a17 nya bang,1,2026-04-09T12:06:20Z,a17 nya bang
Yah what ever samsung masih pertahankan kepelitannya mungkin sampai bumi ni hilang😅,0,2026-04-09T12:06:04Z,yah what ever samsung pertahankan kepelitannya mungkin bumi ni hilang
Wkwkwkwkwkwkwk samsung,0,2026-04-09T12:05:48Z,wkwkwkwkwkwkwk samsung
Menurut gw ambil Poco X8 pro aja ges atau a56 aja,0,2026-04-09T12:04:48Z,gw ambil poco x8 pro aja ges a56 aja
"Aku Dah kapok beli samsung, beli A56 baru dipakai belum genap 2 bulan udah rusak layarnya , aku bawa ke samsung service habis 1,6jt, aku kira beli samsung aman jangka panjang eh malah eror dari awal.. aku tanya garansi katanya gak ada.. tp pelayan enak, waktu ada rusaknya hp langsung gercep pelayan samsung service, bisa ditunggu 3 jam..",0,2026-04-09T12:04:36Z,aku dah kapok beli samsung beli a56 baru dipakai genap 2 bulan udah rusak layarnya aku bawa samsung service habis 16jt aku kira beli samsung aman jangka panjang eh malah eror awal aku tanya garansi katanya gak tp pelayan enak waktu rusaknya hp langsung gercep pelayan samsung service ditunggu 3 jam
A37 nya nggak sekalian di review bang ? 😅,0,2026-04-09T12:04:29Z,a37 nya sekalian review bang
"Aq pengen punya hape samsung S21 ultra aja belom keturutan, udah ada baru aja 😂😂",0,2026-04-09T12:04:11Z,aq pengen punya hape samsung s21 ultra aja belom keturutan udah baru aja
"4:32 semenjak A56 kemarin, liat samsung seri A5x udah ga semenarik itu. Padahal jelas kelas midrange, tapi kenapa hilangin slot sd card? Ngikut2 kelas flagship. Sementara pilihan memori paling besarnya cuma 256GB. Ngalahin slot sd card biar bisa dual nano sim tuh kayak suatu hal yg mubazir, padahal seri mid range samsung udah support esim. Jadi sampe saat ini masih betah di A55, gatau kalo misal nanti A58 dan seterusnya bakal ada upgrade memori sampe 512GB atau bahkan 1TB 😅",0,2026-04-09T12:03:35Z,432 semenjak a56 kemarin liat samsung seri a5x udah ga semenarik padahal jelas kelas midrange hilangin slot sd card ngikut2 kelas flagship pilihan memori paling besarnya cuma 256gb ngalahin slot sd card biar dual nano sim tuh kayak suatu yg mubazir padahal seri mid range samsung udah support esim jadi sampe betah a55 gatau kalo misal a58 bakal upgrade memori sampe 512gb bahkan 1tb
nonton ini di samsung A52 saking masih enak banget dipake 🥰 walopun udah bolak balik service. consider ganti HP brand lain tapi udah kadung kepincut OneUI nya 🎉,0,2026-04-09T12:03:17Z,nonton samsung a52 saking enak banget dipake walopun udah bolak balik service consider ganti hp brand udah kadung kepincut oneui nya
BETTER POCO X8 PRO,0,2026-04-09T12:03:15Z,better poco x8 pro
"Dah males upgrade hp mahal, beli mahal pasti jatuh harga jauh bgt wkwk, kpake cuma game n wa doank. Kamera mah pisah aja pake 360 lbh puas",0,2026-04-09T12:03:03Z,dah males upgrade hp mahal beli mahal jatuh harga jauh bgt wkwk kpake cuma game n wa doank kamera mah pisah aja pake 360 lbh puas
Bahas Oppo reno 15 5G,0,2026-04-09T12:01:13Z,bahas oppo reno 15 5g
Akhirnya nongol juga nih video jujur dri bang gadetin 😅,0,2026-04-09T12:00:43Z,akhirnya nongol nih video jujur dri bang gadetin
