author,text,likes,published_at
@agungmeownions888,buset harganya mahal banget tp spesifikasinya cuman segitu yg di upgrade. mending beli hp android lain lah. blm tentu jg layarnya bebas dr green screen atau green line. so skip beli hp ini.,0,2026-04-09T10:22:08Z
@adiaja8011,masih setia nonton pakai A52s,0,2026-04-09T10:19:51Z
@sefff-n2i,Mahal buat gua😂,0,2026-04-09T10:19:49Z
@bimaarkana5079,Kayakanya bakal jadi video review samsung seri A paling sedikit view nya,0,2026-04-09T10:19:36Z
@Adit-m8l2l,Sakit hati gue dapatnya A17 bukannya A36. Emak bilang itu aja cukup😢😭,0,2026-04-09T10:17:38Z
@robertmoses9658,Nonton video ini pake Samsung A52s 5G 🥲,0,2026-04-09T10:16:57Z
@SiGiwkunyunyud,Motorola gak di sebut nih😢😅,0,2026-04-09T10:16:34Z
@ekohadibaen4149,Nonton masih sama pake redmi note 8 Ginkgo 🎉🎉,0,2026-04-09T10:16:31Z
@cakusman-v6r,Cuman ngiler liatnya,0,2026-04-09T10:11:01Z
@Mohammadmaulana-u6n,Masih nyaman pakai samsung a55 😁,0,2026-04-09T10:11:01Z
@kopi_pait-ch,"harusnya A57 keluar dengan harga mepet-mepet S25 FE, harusnya S25FE harga dinaikin nggk sih ?
kecuali klo mau keluar S26 FE, dan S25FE stop diproduksi",0,2026-04-09T10:09:33Z
@ReinaYuki9897,"Kelemahan terburuk samsung itu di LCD nya gampang banget lightsaber 😂 di hampir semua seriesnya rata"" begitu.. 
Udah gitu dia gak cocok buat gamers yang bisa berjam jam di depan layar, ya itu ditakutkan layarnya yang tumbang. Beda ama iqoo, poco, xiaomi, redmagic yang emang diciptain buat gamers.
Soal kamera yaa hasilnya termasuk bagus, tapi kalo low light kalah telak njirr bahkan series S ultra aja gak ngelawan njir kalo dibanding iphone, huawei, atau vivo X series. 
Yaa intinya samsung mah cuman hape standard aja sih fiturnya cukup semua, gak gaming"" bgt, gak camera"" bgt, dan cuman sekedar hp dengan brand besar 😂",0,2026-04-09T10:09:13Z
@yahayuah,Pake samsung a70 hadirr,0,2026-04-09T10:09:05Z
@KTETV-f8o,"mak gw masi pake a54, katanya thn ini rencananya mau ganti a57. gw saranin s25 fe gamau, heran 😅",0,2026-04-09T10:08:00Z
@desynatalia5383,Dengan harga segitu keputusan buat nyuruh suami beli S25 Fe adalah keputusan terbaik 😂,0,2026-04-09T10:06:45Z
@Lord_Garnacho,upgrade fitur nya nyantai upgrade harga nya yg gak nyantai🎉,0,2026-04-09T10:06:41Z
@annisarahmadyaningsih6619,"Menurut gua kelebihan samsung dari merk lain cuma upgrade OSnya lebih panjang aja, series samsung A sekarang upgrade OSnya bisa sampe 5 kali, jadi bisa dipake jangka panjang banget, dibanding merk lain yg cuma ngasih 2 dan paling banyak 3 kali upgrade OS",0,2026-04-09T10:06:04Z
@MafiaKartun16,Nonton ini sambil minum kopi + kue + pake hp Samsung. Review yang ditunggu-tunggu tiba juga...,0,2026-04-09T10:05:28Z
@miqbalsyaifulloh7822,Org tl00I mna yg beli hp ini,0,2026-04-09T10:05:09Z
@WahyuPurnomo-r1z,"samsung "" nyantai aja sih pasti tetep laku koq kan kita nyaman """,0,2026-04-09T10:03:14Z
@FerriYanda,User A51 memantau😂,0,2026-04-09T10:03:13Z
@kunkumkumkun7118,Parah kamera depan gak ada 1060p 60 fps. Kalah sama A52s gw 😢,0,2026-04-09T10:03:07Z
@LaurielAOV566,kusus buat kaum pecinta samsung dan one ui,1,2026-04-09T10:02:45Z
@TantoSopani,Redmi tetap pake nya,0,2026-04-09T10:01:19Z
@errorxabejj,Rivel nubia neo 5 gt,1,2026-04-09T10:00:52Z
@ricky-channel47,Betul sekali bang mending s25 Fe aja,0,2026-04-09T10:00:11Z
@perantaulampung2497,reques realme c71 dong mass,0,2026-04-09T10:00:01Z
@uswakasna8800,Nonton video ini  pakai A52S.😂,0,2026-04-09T10:00:00Z
@ardi...,"Dan saya masih pake A54 buat nonton, ini oke buat upgrade🤭",0,2026-04-09T09:59:44Z
@WindraRianata,HAHAHA UNTUNG DULU GA NUNGGUIN A57.. BELI A56 DI 5.2  TERUS UPGRADE S25 FE NAMBAH DIKIT😂,0,2026-04-09T09:59:25Z
@AntonNurrohmat,hapenya abis di review dikemanain bang ?,0,2026-04-09T09:58:44Z
@nurmuhammadfadli7188,sama halnya poco yang jualan kamera UW 8 MP wkwk,0,2026-04-09T09:58:32Z
@yuditendo7013,"bran gak beres,, harga mahal,, spek pelit",0,2026-04-09T09:57:54Z
@masgeple5231,2:29 Hah ip57?,0,2026-04-09T09:57:42Z
@yansenbewei1496,Pakai A8 star nonton video ini full display,0,2026-04-09T09:57:39Z
@AnesSumeanak,Hp nya bagus bang,1,2026-04-09T09:56:53Z
@Arahagustiani,Akhirnya bang 😅,1,2026-04-09T09:56:38Z
@Alterion19,"Semoga firasat soal panel nih hp yaitu pake sAMOLED+ gak beneran kejadian. Krn kalo diliat-liat, seri A pada umumnya pake sAMOLED biasa itu udah perfect, dan jarang ada kena masalah massal",0,2026-04-09T09:55:15Z
@lyq232,"A55 was good for it's time

2 tahun kemudian ada A57 kek gini
Emang tabiat Samsung setelah bikin HP oke, disusul HP-HP yang upgradenya mediocre",0,2026-04-09T09:55:04Z
@sentana_20,"bukan hp mendang mending, tapi punya tempat di hati konsumen",0,2026-04-09T09:54:17Z
@Shinici_kudo,user A55 angkat tangan ✋ wkwkwk,0,2026-04-09T09:54:07Z
@marioekasaputra02,Yag make sumsang dari dulu kita sama🎉,0,2026-04-09T09:53:46Z
@banihusen9987,Samsung memang yang terbaik,0,2026-04-09T09:52:26Z
@muhamadabror8821,Gak kerasa udah seri x7 aja😅 dulu mau beli Samsung A55 aja sampe sekarang belum kebli😂,1,2026-04-09T09:51:38Z
@moemoehMoestaQim,"Malesin, 256 ga ada 512 😅😅😅
(Ada garansi layar tiba"" lightsaber kah 😂😂😂)",0,2026-04-09T09:51:30Z
@sp-xo7cq,Cocok untuk dokumentasi saja 😅,0,2026-04-09T09:48:21Z
@dodiweee,"Adakah user smsg a07 disini yg sehabis update, layarnya mlah no respon? Musti dimatiin dlu layarnya n baru bisa normal. N kejadiannya berulang2 mulu.",0,2026-04-09T09:47:15Z
@OfficeMobile-k8y,Tp kayaknya beneran di harga 8jtan bwang... Kemaren liad video sobat hape samsung a37 digerainya samsung dijual seharga 6.5jt lho 😂,0,2026-04-09T09:46:41Z
@Basdobell_3301,"Bang David, tolong dong kalo review HP Dolby atmos atau kwalitas merekam suaranya dibahas, karena kita kreator music butuh yg HP suara hasil rekamannya enak😊",0,2026-04-09T09:46:39Z
@adamtebe1,skip 😅🤣 klo masih pke EXYNOS,0,2026-04-09T09:45:33Z
@Wardoyo-u5c,Bang rivew realme p4 power 5g,0,2026-04-09T09:45:15Z
@harulnarjo4923,"Samsung tu enak banget. Ui nya enak, os update panjang, nggak ada iklan. Buat orang yang nggak perlu” amat sama spek, samsung emang pilihan paling best sih",20,2026-04-09T09:44:49Z
@badjingan_surga8032,Gua yang masih pake a52s karena belum rusak😅,0,2026-04-09T09:44:42Z
@FALLSKIE25-u6p,Review itel city 200,1,2026-04-09T09:44:23Z
@Wardoyo-u5c,Bang rivew realme p4 power bang,0,2026-04-09T09:44:16Z
@asnkto,"Worth it sih kalau harganya 6 jutaan yg 256, design nya udah kekinian bezel tipis beda dengan generasi sebelumnya yg rivalnya udah pada bezel tipis malah masih tebel kyk hp jadul",0,2026-04-09T09:42:08Z
@rahmanseptiaji2877,"Samsung A55 juga udah cukup kalo mau midrange samsung mah, mendingan beli samsung S25 kalo mau yang lebih canggih",0,2026-04-09T09:42:01Z
@arkanachanel330,Telat lu gan,0,2026-04-09T09:40:30Z
@ferdihassan-r1t,Overprice nyerempet flagship ga dapet charger ga dapet case ga dapet tg 😂,0,2026-04-09T09:39:45Z
@alilaiy6015,samsung seri nya ngacak gak beraturan spek sama sama desain sama gak rubah 😅 AHAMPAS,0,2026-04-09T09:39:28Z
@akbarmaulanapratama6687,"Nonton Samsung padahal masi pake A73, gaada lagi series A pakai snapdragon wkwkwk",0,2026-04-09T09:39:25Z
@irwanchel,Sekarang warganet udah pada pinter. Mending hp china ato hp samsung flagship bekas daripada beli baru a57 😂,0,2026-04-09T09:37:27Z
@AndiSungguh-g7d,Cari jantung pelit pelit pelit harga nilai kepala charger,0,2026-04-09T09:35:45Z
@ferdihassan-r1t,Harganya badut 🤡😂,0,2026-04-09T09:35:33Z
@dhanznroses7692,"Sebagai user A55, A55 ini paling waras menurut gw kalopun mau upgrade mending ke FE sekalian daripada ini",189,2026-04-09T09:35:27Z
@elechoschannel6048,Honda : tryata di dunia gadget...kyknya kita saudara...😂😂,1,2026-04-09T09:35:22Z
@Val-nl2xt,Dapat pesanan family...Kemarin beli Samsung A56 /256 disale @comers online ..lumayan 5jt an kecil... Dari pada beli A57 udah kayak rudal naik tinggi hrg nyaa😅😅..tapi hati masih di POCO 😊😊😊,0,2026-04-09T09:35:14Z
@AndiSungguh-g7d,Samsul pelit kepala charger Raditya,0,2026-04-09T09:35:10Z
@AndiSungguh-g7d,Samsung pelit Samsung pelit banget,0,2026-04-09T09:34:37Z
@moochimnim,"Bismillah, saya nonton video bang david dari a57.. ganti dari a52s.. yang mana a52s saya dari casing backdrop sudah lepas, tombol volume juga sudah lepas kalau tdk di support casing, dan camera protector wide lens nya juga sudah lepas jd kamera 0,5 jika dipakai jadi berembun ada efek blur nya, dan dengan sistem ui yang sudah tidak bisa update..
Menurut saya dibalik semua kontra dari upgrade a57 ini, saya pribadi gak masalah karena saya juga sudah nyaman dengan ui samsung dan buat mobilitas sehari hari saya merasa cukup..
Dan rencana awal saya mau ganti a56 karena bentuk kamera nya baru dan mulai berbeda, tapi budget belum terkumpul, lalu saya tunggu a57 dgn harapan kamera nya masih sama dan harga yg gak jauh beda dan alhamdulillah sudah kebeli dengan harga yg tidak jauh pada saat saya beli a52s dulu di 6,5jt 8/256 dan a57 kemarin 6,7jt 12/256.. dan kalau mau ganti lagi ke series fe yang kata orang2 gak beda jauh harganya dan bisa nabung lagi, buat saya kayanya tidak perlu.. karena buat saya sudah cukup dan uangnya bisa saya pakai untuk budget ke yang lain.. jd buat teman2, sesuaikan kebutuhan kita, semoga selalu Allah mudahkan rezekinya yaa 🙏🏻",0,2026-04-09T09:33:43Z
@halim_gabut44,"Masih nyaman di A73, mau upgrade FE belum ada duid wkwkw",0,2026-04-09T09:33:40Z
@muizzmutaqim8898,bang david reviem oppo reno 15 dri series f hingga pro max mana paling berbaloi,0,2026-04-09T09:33:39Z
@anfad18,Pake samsung A52s dari 2022 sampe skrng setelah liat review bang david. Ok banget sampe skrng masih nyaman² aja,0,2026-04-09T09:33:04Z
@aftvc,"Tapi samsung A53 no no ya.. Kecewa berat, beli baru, 1 tahun tiba2 bngt, mati2an dan mati beneran. Di cek service centernya, katanya harus ganti seharga 2 jt. Terus saya malah disangka bongkar sendiri, katanya casingnya meletek, justru itu yg kita bingungkan. 😅😅😅",0,2026-04-09T09:32:05Z
@AyasRizky-u8z,"Nggak ada yang spesial dari review A5... kali ini, harga mahal upgrade minim, padahal banyak yang nungguin 😢",24,2026-04-09T09:31:44Z
@dimas1182,"Bang review hp hp absurd lagi dong.
tiruan apple yg keluar welcome udah banyak banget tuh😂",0,2026-04-09T09:31:22Z
@AGMJaya,"SANGAT DI SAYANGKAN, 512 GB NYA GA MASHOOK INDO WKWKKW MEDIT BANGET EMG SAMSUL INI",0,2026-04-09T09:29:54Z
@Fahmi_gaming.,"Satu brand HP yg bikin aku trauma buat beli... 

Samsung 

Karena habis beli HP yg tipe A05 belum di pake setahun udah rewel kayak minta ganti LCD lah, batre lah, sama sekarang gk bisa nyala cuma bunyi aja ya udah ku biarin",0,2026-04-09T09:29:30Z
@yametechan-bq3vo,"hp impian nih, lgi nabung buat beli :)",0,2026-04-09T09:29:16Z
@didinahmadin6602,SAMSUL HARGA SELANGIT SPEK PELIT 😁,0,2026-04-09T09:28:55Z
@sanzgp,Bg review Tecno calon 50,0,2026-04-09T09:28:42Z
@MJuni-w7w,"Skipp dulu a57..upgradenya ga signifikan dan harganya juga overatted..ga works sich menurut saya...
Stay di a55 aja masih awesome..😃😁😊☺️",0,2026-04-09T09:28:31Z
@budimoko5314,2026 saya masih pakai samsung J7 Pro.hehe Hp nya awet sampai sekrang baterainya blm pernah diganti.,0,2026-04-09T09:28:09Z
@panjipratama6395,"Sebenarnya kangen sih sama seri a8, dulu a8 series terlihat sangat mewah dan beda dari seri A yang lain😢",0,2026-04-09T09:28:05Z
@taufikhiidayat3143,"Bertahan dengan samsung a21s, niat nya mau upgrade ke a57 sekarang, tapi setelah melihat review jadi fikir ulang buat upgrade nya😅",0,2026-04-09T09:27:32Z
@Herstyawan,Yah keburu beli hp nya 😂,0,2026-04-09T09:26:46Z
@mr.blacksweetbilly2329,Sampai sekarang pakai a54 sangat puasss😇🙏👍👍👍👍,0,2026-04-09T09:26:22Z
@febrioz9389,apa setiap nambah satu fitur keluar produk baru si samsung ini,0,2026-04-09T09:26:05Z
@arie73ers,Di tiktok di obral 6jt😂,0,2026-04-09T09:25:35Z
@patrickgrady7047,9:16 Samsung kok jitter2 videonya. Masa HP camera focus ga ada bedanya sama HP performance?? 😂,0,2026-04-09T09:24:49Z
@OjieBerlian-nw9qe,"samsul A17 3,5 juta masih Camera model hp 1 jutaan? Sangat membagongkan? 🤣menang update sofwear doang😅 orang pakai Hp 2-3 thn udah neg, pengen ganti🤣",0,2026-04-09T09:24:06Z
@asmchannel1505,Kerenn bangettt        ..,1,2026-04-09T09:23:19Z
@nesyanayanti,nonton pake samsung A54 🙌,0,2026-04-09T09:22:59Z
@xkiyco-uw8wb,"ga ada pembaruan . yang ada "" Penyesuaian "". tahan duit anda
kalo di motor itu kek honda dengan tipe  "" Street "" yang hanya lepas pasang cover stang.",0,2026-04-09T09:22:13Z
@nurasiahjamil4801,"2019 saya beli samsung a50s saat samsung a51 baru rilis.
Sekarang beli samsung a56 saat samsung a57 baru rilis.

Supaya apa?
Supaya harganya turun dikit. 😅",0,2026-04-09T09:21:15Z
@riannunuhitu3327,Over price 😂,1,2026-04-09T09:20:26Z
@arifsetiawan6905,"Udh muncul A57 aja, gw msh pke A53 😅",0,2026-04-09T09:20:20Z
@SegerWaras-n1w,Samsung A17 kak,0,2026-04-09T09:20:01Z
@rizkydkh,"Kenapa samsung ikut naikin harga hape mereka kayak brand lain?

Samsung kan produsen memori juga, jadi harusnya pas memori naik mereka ga akan terpengaruh.

Apa tim samsung hape sama tim samsung memori lagi musuhan?",0,2026-04-09T09:19:48Z
@ferinobi9621,Semoga Samsung sadar sama sarkasnya David bikin catetan upgrade di kertas sekecil itu karena upgradenya emang cuma dikit 🤭,0,2026-04-09T09:18:23Z
@Tepi_Danau,kalau samsung ada IR blaster mungkin bakal jadikan tujuan utama... karena fitur ini penting buat keseharian saya,0,2026-04-09T09:18:07Z
@fatrapalestino1794,Gak niat bgt dah samsung,0,2026-04-09T09:17:53Z
@planetalfa1083,"Nonton Dengan Samsung Galaxy A56 5G

Samsung Galaxy A57 5G Tidak ada Upgrade yang Signifikan penting sih pada Hardware 

Jadi saya Stay di Samsung Galaxy A56 5G aja",1,2026-04-09T09:17:50Z
@Ojie-u8p,"4:20 kok saya lebih suka lihat desain kamera A56 karena lebih simple, sedikit lebih aman dari benturan kamera kalau terjatuh/gak keluar seperti A57 yg kayak berebutan tempat 😁",1,2026-04-09T09:15:02Z
@mrizalarfani6015,Nonoton ini pake samsung A51😢,0,2026-04-09T09:13:31Z
@OjieBerlian-nw9qe,"Dari 2013 aku pakai samsul
baru Thn ini pakai Hp china? untuk hp 4 juta ke bawah, FAKTAnya mending HP china sih, terutama karyawan gaji 3 juta kebawah😅",0,2026-04-09T09:13:18Z
@NuraminAmin-k7n,Samsung kualitas ketahannya buruk hanya beli merk besar.bagusan merk sebelah.q pakai samsung a735g kapok.....,0,2026-04-09T09:12:53Z
@Kedat_Kedut,review sound bar dong bag david,1,2026-04-09T09:12:03Z
@ShortsVideoKP,2:27 IP 67 YG BNER BANG HEHEHE BUKAN 57 😂😂,0,2026-04-09T09:11:38Z
@dina_bunda_tsabittsaqifzain,bang tecno camon 50 series apa kabar bang?,0,2026-04-09T09:10:49Z
@hendraor6221,"Saya pengguna samsung note 10 kapok dengan processor exynos yg bikin hp gampang super panas saat dipakai jangan kan main game, nonton youtube aja kalo kelamaan berasa jadi setrika tu hp.. beda dengan samsung note 10 yg inter itu pakai processor snapdragon.. sampai sekarang ga berani lagi beli samsung kalo masih maksa pake procesor exynos.. secara performa awal exynos lumayan bagus tapi kalo udh panas berasa mau saya banting tuh hp mau buka apa aja itu langsung lag.. samsung makin kesini hp nya kayak sampah kalo dibandingin hp samsung dengan merk lain dengan harga yg sama mending beli merk lain.. saya udh nyoba dari yg flagship, mid, sama yg paling murah.. dan saya bandingin dengan hp temen brand lain yg harga sama jauh beda performa nya... dari seris note 10 saya ambil kesimpulan samsung rilis di indo cuman tes teknologinya yg jelek sedangkan yg di jual diluar negri spek bagus",0,2026-04-09T09:10:19Z
@rizkiamin1628,alhamdulilah sampe sekarang masih pake hp Poco M3 beli tahun 2020 masih awet sampe sekarang walaupun udah berapa kali servis. Pengen banget beli HP samsung tapi belum ada uang nya. Sekarang nabung dulu Semogaaaa nanti bisa  kebeli hp impian ya Allah aamiin 🤲,11,2026-04-09T09:09:27Z
@ajipurwanto5929,Mending S25FE sekalian 😂,0,2026-04-09T09:08:43Z
@jordanmartino8719,"Tiap taun harus keluar seri baru, upgrade diirit2, harga naek 30%😂",0,2026-04-09T09:08:05Z
@BERIN_SMNT8,Sampai saat ini aku Cinta DESIGN SAMSUNG SELURUH NOTE SERIES.!! sekarang kurang diminan.,0,2026-04-09T09:07:20Z
@peacefullovely7816,"Samsung itu bagus,tpi Sayang bngt hp samsung terutama samsung A57 ini blm bisa wireless charging,yg udah bisa wireless charging harus pake case yg udah support wireless charging 😬,padahl gw paling sneng klo wireless charging,biar port chargerny lbih awet aja,dipake sesekali aja pake port chargingny",0,2026-04-09T09:07:17Z
@choicezs,"a36 keknya jadi hp samsung pertama dan terakhir kalo 5 thn lagi harga hp ini brand makin ga ngotak 😭 7jt~7,5jt buat midrange 8/128gb alakadar is a crime",0,2026-04-09T09:06:54Z
@zulrizkynasution7610,"Tecno 50 pro 5g bang, gw pen beli, tapi masik mau nunggu review anda dulu 0:02",1,2026-04-09T09:06:10Z
@dutalenta,"User A56 jangan menghibur dirilah 😂 kalo gak mampu upgrade jgn bilang ganti baju, masa pura-pura gak liat chip naik speed sampe setara sd 7s gen 4, bezel makin tipis sampe merubah dimensi, body makin ringan 12 gram, zoom in zoom out video semulus iPhone 14, rom jadi UFS 4.1 🔥

Cuma harganya aja yg bikin mager 😂",0,2026-04-09T09:05:22Z
@sarifudinumar5505,Udah beli IPhone 17 Pro samsung baru launching HP baru,0,2026-04-09T09:04:29Z
@m.zainulakbar139,"Setelah 1 tahun samsung a22 5G ku fakum sekarang sy pakai lagi.

 Gegara redmi note 13 ku sedikit melengkung dan matot gegara sy kantongin pas naik motor laki beberapa bulan ini tidak keresa hp melengkung dan lama2 matot😢

Info temen yg punya konter kemungkinan redmiku kena fleksibel tp blm dicek. Info temen klo hp cina emng rentan beda sama samsul n ipon rangkanya tebel😅

Alhamdulilahwlwpun samsungku ram cuma 6/128 tp gak tau kenapa jauh lebih multi tasking dari pd redmi note 13 sy yg 8/256😅

Mudah2n bisa up ke samsung a57❤ Sukur2 S series🤲🤲🤲",0,2026-04-09T09:04:02Z
@abdussyomsyuk6762,Trauma pakek Samsung nanti akan muncul Green light 😂,0,2026-04-09T09:02:45Z
@RezaArdian-s6y,Sayang banget gk ada varian 512😢,0,2026-04-09T09:02:15Z
@djokotrimulyanto5726,Masih enakan poco x8 pro gx sih? 😅,0,2026-04-09T09:01:57Z
@rijalsangatpintar28,BANG BAHAS CAMON 50 PRO 5G,0,2026-04-09T09:01:41Z
@wianjayy,"Oh ternyata a56 udh 1thn rilis nya, gak kerasa juga pake nih hp, pas lihat ini yaaa ngeliat a56 versi 2.0, yang cuma ganti skin aja wkwkk, tetep bersyukur sama apa yang di pakai",0,2026-04-09T09:01:36Z
@saufisabana8134,Tim yg nunggu A57 keluar resmi baru beli A56 😂,0,2026-04-09T09:01:12Z
@ahmaddzaki1369,A5 series paling bagus emng a52s😂,0,2026-04-09T09:00:34Z
@notyournat-h4j,blm support wireless charge ? masa samsung note 8 gw yg kluar beberapa tahun bisa wireless chager ?,0,2026-04-09T09:00:25Z
@hanrecovery_,Bezel nya kudu nunggu 2 generasi lg (A59) agar simetris 😂🤣,0,2026-04-09T09:00:23Z
@bayunkurniawan,"Kamera makro di HP midrange Samsung kayanya ada agar komposisi kamera belakangnya ada 3 aja alias cuma gimmick. Nggak ada gunanya, kalau dihilangkan juga nggak bakal ada yang protes 😂",0,2026-04-09T09:00:00Z
@fatchurrahman3304,Ko ga review samsung A37 5G bang,0,2026-04-09T08:58:37Z
@Reviat-G,Masih betah di s24fe,0,2026-04-09T08:58:27Z
@aderiyan29,Buat konten bagus ga sih galaxy A57?,0,2026-04-09T08:58:21Z
@DZ-qj5br,"Pengguna a54, pengen tetep di sistem samsung tapi setiap tahun makin susah bela Samsung",0,2026-04-09T08:57:25Z
@SandyOpo-r3h,Hasil fotonya plek ketiplek sama kayak A56 🫪,1,2026-04-09T08:56:24Z
@hanahmad4219,Kalau masih punya hp samsung.. habiskan update software dulu... baru kerasa bedanya,0,2026-04-09T08:55:23Z
@ramdani2056,Nonton masih pake A54 warna Lime 🤣,0,2026-04-09T08:55:21Z
@danilsilangit,Nonton ini pake kk ny si A56,0,2026-04-09T08:55:02Z
@gureshk417onyx3,Saya sampai saat ini masih setia ma A70.. bukan karena nga mau pindah ke merek lain.. tapi memang blm ada duit untuk upgrade..🤣🤣🤣🤣,0,2026-04-09T08:52:56Z
@MohamadMuizzunNafiis,Review tecno camon 50 pro dong bang masing bingung nih nyari review yg enak,0,2026-04-09T08:50:56Z
@GilangPradana-o1s,"Untung beli poco x8 pro, dari samsung a52s, tadinya mau beli a57 ketika melihat harga dan speknya nggak banget buang2 duit wkwkwkwkwkw",0,2026-04-09T08:50:24Z
@dukeofsoyuzzz,Mending Samsung S25 Ultra atau Samsung A57 ini 😁,1,2026-04-09T08:50:04Z
@similikitiuwaww,"Klw kata sodara gw yang kerja di samsung cikarang.,

Salah satu produk sukses mereka adalah yang 56.",0,2026-04-09T08:49:43Z
@cactabear_04,Sedang menunggu hp entry-levelnya dapet bezel tipis juga🗿,0,2026-04-09T08:48:02Z
@mocikkk,Mamtap 😮,1,2026-04-09T08:47:24Z
@tasgaleri9968,Saya user A55 cuman bilang lah A56 A57 ga terlalu banyak perubahanya yg ada harganya aja yg makin naik😂😂😂 ✌️,1,2026-04-09T08:46:56Z
@nazhlika,mehong ya,0,2026-04-09T08:45:54Z
@ikeuisso,"aku 2 minggu lalu ambil s25fe, pdhl awalny mau beli a57 ini. ga nysel sm skali krn emg bgus bgt dgn harga yg ga jauh'' amat, ud bs dpt yg flagship",0,2026-04-09T08:45:50Z
@sultonnugraha9553,josjis,1,2026-04-09T08:45:49Z
@rifanreptian4164,"Saya sudah beli 5 hari yang lalu bang 
Emang enak bngt cuman ada sedikit keluhan karna camera nya masih pake macro",1,2026-04-09T08:45:09Z
@AhinTm,hp teros vid,0,2026-04-09T08:42:04Z
@zafirawibowo5351,gw pengguna samsung gw nunggu ni hp rilis pas rilis hrga ga msuk bgt hrga sgto kamera msih pke macro sdgkan brand lain hrga sgto rom uda gde uda dpt telepoto juga..untuk thn skrg kyk nya gw skip wt ganti ke samsung lagi ..,0,2026-04-09T08:39:21Z
@meyrecipe,Nontonin A57 pake A52 tanpa S  😄,0,2026-04-09T08:38:31Z
@davidmaulana7004,Aku dari a52s pindah ke s25fe kerasa banget bedanya,0,2026-04-09T08:38:20Z
@ginewsamarinda1266,HP SEJUTA UMAT,0,2026-04-09T08:38:15Z
@nyomansucita9814,S 26 ULTRA JUGA BIASA2 SAJA MALAH SEPERTI HP BIASA TIDAK PUNYA IDENTITAS..  MALAH S 24 ULLTRA LEBIH BAGUS DARI DESIGN,0,2026-04-09T08:36:51Z
@spongebar3631,Sebagai pengguna A55 masih bersyukur karena seri A5 terakhir yang masih dapet slot MicroSD yang sangat penting bagi saya 😭,1,2026-04-09T08:34:54Z
@yano7694,"yang udah beli A56,gak usah ngelirik A57.tunggu sekalian A59 wkwkwk",0,2026-04-09T08:34:54Z
@phroenix82,"kalo kita memang pakai aplikasi yang mesti mengedepankan keamanan, seperti untuk transaksi finansial besar yang sensitif, hp ini mungkin cocok, karena memiliki update patch keamanan dan OS yang sangat panjang, tapi diluar faktor keamanan dan mungkin design serta nama besar samsung (ini sangat subjektif), saya kira tidak ada alasan untuk beli, kompetitor semuanya jauh lebih murah, dengan spek yang lebih baik.",0,2026-04-09T08:33:54Z
@YoAlbert12,"Harga naik tapi upgrade gak se signifikan itu,padahal hampir 70% isi hapenya buatan mereka sendiri",0,2026-04-09T08:32:09Z
@denishpanda8182,Yang nnton pakai hpnya 😅😅,0,2026-04-09T08:32:03Z
@Asfirkun,Sayangnya prodak samsung seri A banyak problem di layar yang tiba tiba ada goresan 😅,0,2026-04-09T08:31:34Z
@spongebar3631,"Saya pengguna A55 yang rame bgt aja dapet di harga 5.9 setelah 5 bulan launching, masih wajar karena rame, ini masih baru upgrade ga begitu banyak dari seri sebelumnya naik bgt mendekati seri FE 25",0,2026-04-09T08:31:24Z
@Lumiee4,Walaupun overprice tapi gua tetep suka njir ga kaya a enam es🗿,0,2026-04-09T08:31:16Z
@useruse-raja,"B aja xixixixi,yaa namanya juga samsung",0,2026-04-09T08:31:12Z
@gamestrories,Skip lahhh,0,2026-04-09T08:30:39Z
@fahmisyahril167,Saran bang samsung A55/A36 masih layak gak di pake tahun 2026.,0,2026-04-09T08:30:30Z
@lusianatri957,Udah 57 aja😭,0,2026-04-09T08:30:12Z
@AGUSKURNIAWAN-boy,mantap samsung the best lah love you samsung salam penggemar samsung,0,2026-04-09T08:29:53Z
@yosrifalalbastomiyudhanaqs1762,"dari user a54, ini jelas upgrade. tinggal mau bandingin worth it mana dengan adiknya a56 atau kakaknya s25fe dan akhirnya dapatlah kesimpulan. tinggal nunggu aja, kompensasi harga kemahalan itu akan ditutup pake promo apa.

terima kasih, om David 😁",0,2026-04-09T08:29:49Z
@Abdulhadi-ub1yf,Pwm dimming / flickeringnya nggak diupdate.. bagi yang mata sensitif pasti ga cocok dengan led samsung hehe,0,2026-04-09T08:29:40Z
@faturrahmanazr7662,Samsung sudah terlalu lama tidur di seri a55 dan a57 udah mulai terlelap ayo lah Samsung buat lagi gebrakan ²nya mulai dari a58 ya soalnya di a57 cuma sedikit upgradenya,0,2026-04-09T08:29:01Z
@aldyhardiyanto391,Alhamdulilah nonton dengan s25fe. Dibeli 2bulan lalu😊,0,2026-04-09T08:28:49Z
@ManoekDadali-p2i,Infinix dong 2.5 juta serasa pke flagship,0,2026-04-09T08:27:28Z
@ajisaputra1557,Apakah akan meniru kegagalan Nokia?? Tunggu saja.,0,2026-04-09T08:27:14Z
@KARINA-OFFICIAL.,Mending beli s25 fe😂😂😂,0,2026-04-09T08:26:58Z
@rz_kad3296,samsung be like  (yang penting tiap tahun ada aja) 😹,0,2026-04-09T08:26:21Z
@rofingudin_1084,A54-5G ku ternyata sudah kelewat 3 seri sampai A57 yg baru release ini 😅,0,2026-04-09T08:25:52Z
@Magnuschessgame,Blunder klw seri A minus slot card,0,2026-04-09T08:24:53Z
@Soklin6lantai-b1b,kebantai poco x 8 series kata bapak saya,0,2026-04-09T08:24:22Z
